token	codepoint	category	count	first_book	first_main	first_sub	first_title	ids
󐴑	U+D0D11	Cn	7	正文	𢓴	退	󐴑鼎	
󐵇	U+D0D47	Cn	7	正文	選	󐵇	選鐘乙	
󐵍	U+D0D4D	Cn	7	正文	冶	󐵍	上洛左庫戈	
󐷎	U+D0DCE	Cn	7	正文	󐷎	󐷎	伯󐷎父甗	
󐷾	U+D0DFE	Cn	7	正文	󐷾	󐷾	󐷾甗	
󐹙	U+D0E59	Cn	7	正文	𩞑	󐹚	新󐹙簋	
󐻭	U+D0EED	Cn	7	正文	德	󐻭	師俞尊	
󐼘	U+D0F18	Cn	7	正文	無	無	戍𫳇無󐼘觚	
󐾱	U+D0FB1	Cn	7	正文	󐾱	󐾱	󐾰簋蓋	
󑀶	U+D1036	Cn	7	正文	得	󑀶	曾公得簋蓋	
󑐥	U+D1425	Cn	7	正文	造	󑐥	造仲觶	
󑕔	U+D1554	Cn	7	正文	者	者	諸仲󑕔卣	
󑖾	U+D15BE	Cn	7	正文	揚	󑖾	作丁󑖾卣	
󑧶	U+D19F6	Cn	7	正文	戟	󑧶	伯邛戟	
󑩖	U+D1A56	Cn	7	正文	寇	󑩖	司工矛	
󑩯	U+D1A6F	Cn	7	正文	造	𢽍	趙令邯鄲󑩯戈	
󑫄	U+D1AC4	Cn	7	正文	䢦	䢦	大陰令焦󑫄戈	
󑫩	U+D1AE9	Cn	7	正文	𫺵	𫺵	󑫩陰令戈	
񄲽	U+44CBD	Cn	6	複合族徽	񄲽保慧鳥	񄲽保慧鳥	񄲽保좞觶	
񄵩	U+44D69	Cn	6	正文	񄵩	񄵩	師衛簋蓋	
񄾐	U+44F90	Cn	6	正文	盨	񄾐	京叔盨	
񅋊	U+452CA	Cn	6	正文	񅋊	񅋊	񅋊卣蓋	
񅏫	U+453EB	Cn	6	正文	񅏫	񅏫	應侯視工簋甲蓋	
񅑎	U+4544E	Cn	6	正文	񅑎	񅑎	是񅑎簋蓋	
񅗹	U+455F9	Cn	6	正文	񅗹	񅗹	񅗹卣蓋	
񅙤	U+45664	Cn	6	正文	񅙤	񅙤	即簋	
󁀒	U+C1012	Cn	6	正文	󁀒	󁀒	󁀒觥蓋	
󈣰	U+C88F0	Cn	6	正文	󈣰	󈣰	召生簋甲蓋	
󐃋	U+D00CB	Cn	6	正文	鉤	󐃋	毛伯󐃋父簋	
󐍓	U+D0353	Cn	6	正文	󐍓	󐍓	曾太保󐍓簋蓋	
󐑯	U+D046F	Cn	6	正文	豐	󐑯	󐆐公󐨥鼎	
󐑳	U+D0473	Cn	6	正文	𤯍	󐑳	曆鼎	
󐒹	U+D04B9	Cn	6	正文	󐒹	󐒹	魯侯簋甲蓋	
󐓗	U+D04D7	Cn	6	正文	󐓗	󐓗	閈簋甲蓋	
󐔽	U+D053D	Cn	6	正文	󐔽	󐔽	臧孫鐘庚	
󐕂	U+D0542	Cn	6	正文	󐕂	󐕂	攻吳王姑讎亓󑭅劍	
󐙕	U+D0655	Cn	6	正文	󐙕	󐙕	󐙕戈	
󐚉	U+D0689	Cn	6	正文	󐚉	󐚉	󐵔子楚鼎蓋	
󐤁	U+D0901	Cn	6	正文	寵	󐤁	進鼎	
󐤔	U+D0914	Cn	6	單一族徽	單一族徽第246組	單一族徽第246組	󐤔斝	
󐤗	U+D0917	Cn	6	單一族徽	單一族徽第249組	單一族徽第249組	󐤗鼎	
󐤶	U+D0936	Cn	6	單一族徽	單一族徽第267組	單一族徽第267組	亞󐤶斝	
󐥷	U+D0977	Cn	6	單一族徽	單一族徽第311組	單一族徽第311組	󐥷祖辛簋	
󐥼	U+D097C	Cn	6	單一族徽	單一族徽第315組	單一族徽第315組	󐥼爵	
󐦖	U+D0996	Cn	6	正文	建	󐦖	󐦖鼎蓋	
󐦰	U+D09B0	Cn	6	正文	父	父	󐦰󐣹鼎	
󐧟	U+D09DF	Cn	6	正文	󐧝	󐧟	(cid:7054)鼎	
󐨛	U+D0A1B	Cn	6	正文	楷	󐨛	󐮋鼎	
󐨧	U+D0A27	Cn	6	正文	鑄	󐨧	仲𩟧父盨	
󐨨	U+D0A28	Cn	6	正文	鑄	󐨨	格伯簋	
󐩰	U+D0A70	Cn	6	正文	醓	󐩰	徐醓尹鉦鋮	
󐪭	U+D0AAD	Cn	6	正文	󐪭	󐪭	右中𫼇鼎蓋	
󐪽	U+D0ABD	Cn	6	正文	冶	󐪽	冶瘏杖首	
󐬿	U+D0B3F	Cn	6	正文	𩒳	󐬿	曶壺蓋	
󐮞	U+D0B9E	Cn	6	正文	网	网	󐮞鼎	
󐮽	U+D0BBD	Cn	6	正文	肜	󐮽	二祀𠨘其卣	
󐮾	U+D0BBE	Cn	6	正文	󐮾	󐮾	師衛鼎	
󐮿	U+D0BBF	Cn	6	正文	󐮿	󐮿	師衛鼎	
󐯃	U+D0BC3	Cn	6	正文	󐯃	󐯃	函皇父鼎	
󐯏	U+D0BCF	Cn	6	正文	鑄	󐯏	曾子倝鼎	
󐯕	U+D0BD5	Cn	6	正文	气	气	鄀公󐯕鼎	
󐰜	U+D0C1C	Cn	6	正文	󐰜	󐰜	史頌簋蓋	
󐱶	U+D0C76	Cn	6	正文	󐱶	󐱶	卌二年逑鼎甲	
󐱸	U+D0C78	Cn	6	正文	𩰤	󐱸	作冊吳方彝蓋	
󐲴	U+D0CB4	Cn	6	正文	祖	󐲴	陳逆簋	
󐳆	U+D0CC6	Cn	6	正文	󐳆	󐳆	毛公鼎	
󐳠	U+D0CE0	Cn	6	複合族徽	󐳠󐎑	󐳠󐎑	󐳠戎祖己卣	
󐳹	U+D0CF9	Cn	6	正文	󐳹	󐳹	曾卿事宣鼎甲	
󐴅	U+D0D05	Cn	6	正文	󐴅	󐴅	宋公󐱠鼎	
󐴍	U+D0D0D	Cn	6	正文	奪	奪	󐴍君鼎	
󐴹	U+D0D39	Cn	6	正文	󐴹	󐴹	󐴹子鼎	
󐵎	U+D0D4E	Cn	6	正文	鑄	󐵎	彔盨丁蓋	
󐵜	U+D0D5C	Cn	6	正文	󐵜	󐵜	居𲅻𠭯鼎	
󐶛	U+D0D9B	Cn	6	正文	鑄	󐶛	芮公鬲	
󐶭	U+D0DAD	Cn	6	正文	󐶭	󐶭	曾卿事󐶭鬲甲	
󐶮	U+D0DAE	Cn	6	正文	󐰲	󐰲	曾夫人󐶮鬲	
󐻫	U+D0EEB	Cn	6	正文	󐻫	󐻫	散車父簋蓋	
󐼼	U+D0F3C	Cn	6	正文	對	󐼼	呂伯簋乙	
󐽾	U+D0F7E	Cn	6	正文	󐽾	󐽾	麥尊	
󐾒	U+D0F92	Cn	6	正文	󐾒	󐾒	格伯簋蓋	
󐾛	U+D0F9B	Cn	6	正文	󐾛	󐾛	㺇簋丁	
󐾦	U+D0FA6	Cn	6	正文	道	󐾦	師道簋	
󐾲	U+D0FB2	Cn	6	正文	󐾲	󐾲	󐾰簋蓋	
󐿎	U+D0FCE	Cn	6	正文	󐿎	󐿎	三年師兌簋蓋	
󑀁	U+D1001	Cn	6	正文	󑀁	󑀁	󑀁簋蓋	
󑀊	U+D100A	Cn	6	正文	󑀊	󑀊	󑀊簋蓋	
󑀐	U+D1010	Cn	6	正文	󑀐	󑀐	鬲󑀐友簋蓋	
󑀣	U+D1023	Cn	6	正文	祈	𬀚	家伯束󑀣簋乙	
󑁓	U+D1053	Cn	6	正文	盨	󑁓	史𣬐盨	
󑁩	U+D1069	Cn	6	正文	󑁩	󑁩	翏生盨	
󑂂	U+D1082	Cn	6	正文	󑂂	󑂂	曾伯克父簠乙	
󑂎	U+D108E	Cn	6	正文	蔡	󑂏	王孫󑂎簠	
󑂻	U+D10BB	Cn	6	正文	󑂻	󑂻	弭仲簠	
󑃔	U+D10D4	Cn	6	正文	쓯	쓯	申子󑃔氏大叔簠甲	
󑃱	U+D10F1	Cn	6	正文	󑃱	󑃱	齊侯匜	
󑃲	U+D10F2	Cn	6	正文	󑃲	󑃲	齊侯敦	
󑄃	U+D1103	Cn	6	正文	󑄃	󑄃	衛姒豆蓋	
󑄼	U+D113C	Cn	6	正文	󑄼	󑄼	魚鼎匕	
󑇺	U+D11FA	Cn	6	複合族徽	󑇺󑊄保	󑇺󑊄保	󑇺󐣱保爵	
󑇼	U+D11FC	Cn	6	複合族徽	󐤌󑇼	󐤌󑇼	󐤌󑇼辛爵	
󑈑	U+D1211	Cn	6	複合族徽	󑈑犬	󑈑犬	󑈑犬父乙爵	
󑉝	U+D125D	Cn	6	正文	󑉝	󑉝	又䍩癸卣蓋	
󑌗	U+D1317	Cn	6	複合族徽	𠬪󑌗	𠬪󑌗	𠬪󑌗觚	
󑍌	U+D134C	Cn	6	複合族徽	并󑍌	并󑍌	并󑍌觚	
󑐠	U+D1420	Cn	6	正文	造	󑐠	士上尊	
󑐯	U+D142F	Cn	6	正文	󑐯	󑐯	冢十六杯	
󑒖	U+D1496	Cn	6	複合族徽	子󑒖	子󑒖	子󑒖尊	
󑒛	U+D149B	Cn	6	複合族徽	󑒛戈	󑒛戈	󑒛戈卣	
󑔬	U+D152C	Cn	6	正文	懋	󑔬	召卣	
󑖳	U+D15B3	Cn	6	正文	󑖳	󑖳	四斗鈁	
󑙔	U+D1654	Cn	6	複合族徽	󑙔犮	󑙔犮	󑙔犮卣蓋	
󑚐	U+D1690	Cn	6	複合族徽	子󐨙󑚐󐤉	子󐨙󑚐󐤉	子󐨙󑚐󐤉父己卣	
󑚳	U+D16B3	Cn	6	正文	󑚳	󑚳	󑚳高卣蓋	
󑜽	U+D173D	Cn	6	正文	󑜽	󑜽	󑜽觥蓋	
󑟍	U+D17CD	Cn	6	正文	𩒳	󑟍	殷㝅盤	
󑠼	U+D183C	Cn	6	複合族徽	子󐥞󑠼	子󐥞󑠼	子󐥝󑠼父甲盉蓋	
󑡌	U+D184C	Cn	6	正文	𨏶	󑡌	春成侯盉	
󑢢	U+D18A2	Cn	6	正文	󑢢	󑢢	公孫潮子鐘五	
󑢳	U+D18B3	Cn	6	正文	融	󑢳	𤼈鐘	
󑣆	U+D18C6	Cn	6	正文	均	󑣆	𪒠鐘乙	
󑣞	U+D18DE	Cn	6	正文	󑣞	󑣞	曾侯乙鐘二	
󑤅	U+D1905	Cn	6	正文	󑤅	󑤅	者減鐘戊	
󑤓	U+D1913	Cn	6	正文	艱	󑤓	不其簋	
󑤡	U+D1921	Cn	6	正文	󑤡	󑤡	郘𲎖鐘八	
󑤦	U+D1926	Cn	6	正文	󑤦	󑤦	王孫誥鐘廿一	
󑥕	U+D1955	Cn	6	正文	󑥕	󑥕	季子康鎛甲	
󑥠	U+D1960	Cn	6	正文	󑥠	𬱅	番生簋蓋	
󑥪	U+D196A	Cn	6	單一族徽	單一族徽第300組	單一族徽第300組	󑥪鐃	
󑥭	U+D196D	Cn	6	複合族徽	𫤵󑥭	𫤵󑥭	𫤵󑥭鐃	
󑦨	U+D19A8	Cn	6	複合族徽	火󑦨	火󑦨	火󑦨戈	
󑧯	U+D19EF	Cn	6	正文	童	童	武王之童󑧯戈	
󑨈	U+D1A08	Cn	6	正文	󑨈	󑨈	齊城右戟	
󑨊	U+D1A0A	Cn	6	正文	󑨊	󑨊	燕王喜劍	
󑩄	U+D1A44	Cn	6	正文	冶	󑩄	欒令𬃬唐鈹	
󑩏	U+D1A4F	Cn	6	正文	󑩐	󑩐	少(cid:7098)令󑩏文戈	
󑩤	U+D1A64	Cn	6	正文	󑩤	󑩤	代相趙敢鈹	
󑫂	U+D1AC2	Cn	6	正文	介	介	介令𬢘󑫂戈	
󑫃	U+D1AC3	Cn	6	正文	󑫃	󑫃	趙氏余戈二	
󑫣	U+D1AE3	Cn	6	正文	丘	󑫣	鄂君啓車節	
󑫥	U+D1AE5	Cn	6	正文	冶	󑫥	文陰令賈㚢戈	
󑮵	U+D1BB5	Cn	6	正文	󑮵	󑮵	鄂君啓車節	
󑮺	U+D1BBA	Cn	6	正文	󑮺	󑮺	鄂君啓車節	
󑯫	U+D1BEB	Cn	6	正文	󑯫	󑯫	嗇夫𨛭信銅犀	
󑯲	U+D1BF2	Cn	6	正文	󑯲	󑯲	曾侯乙鐘架、挂件	
󑯳	U+D1BF3	Cn	6	正文	󑯳	󑯳	曾侯乙鐘架、挂件	
󰌊	U+F030A	Co	6	正文	󰌊	󰌊	作冊大鼎	
󰌏	U+F030F	Co	6	正文	󰌏	󰌏	󰌏鼎	
󰌐	U+F0310	Co	6	正文	曾	𬎿	曾󰌐生甾鼎	
�	U+FFFD	So	6	單一族徽	單一族徽第232組	單一族徽第232組	󐣹父丁󑏽��	
񄯗	U+44BD7	Cn	5	正文	何	񄯗	何壺	
񌣮	U+4C8EE	Cn	5	正文	尚	񌣮	肅卣	
󐄓	U+D0113	Cn	5	正文	󐄓	󐄓	󐑂侯󐄓丁斝	
󐇅	U+D01C5	Cn	5	正文	󐇅	󐇅	伯󐇅鼎	
󐓄	U+D04C4	Cn	5	正文	󐓄	󐓄	乖伯簋	
󐕭	U+D056D	Cn	5	正文	將	󐕭	史叀鼎	
󐣨	U+D08E8	Cn	5	單一族徽	單一族徽第222組	單一族徽第222組	󐣨父乙鼎	
󐤄	U+D0904	Cn	5	單一族徽	單一族徽第235組	單一族徽第235組	󐤄盤	
󐤆	U+D0906	Cn	5	正文	󐜙	󐤆	集󐤆鼎	
󐥠	U+D0960	Cn	5	複合族徽	西單󐥵	西單󐥵	󐥠西單爵	
󐥤	U+D0964	Cn	5	單一族徽	單一族徽第295組	單一族徽第295組	󐥤五戈	
󐥽	U+D097D	Cn	5	單一族徽	單一族徽第316組	單一族徽第316組	󐥽父丁爵	
󐦶	U+D09B6	Cn	5	單一族徽	單一族徽第53組	單一族徽第53組	亞󐦶父甲卣蓋	
󐧢	U+D09E2	Cn	5	正文	󐧢	󐧢	󐧢戍鼎	
󐧦	U+D09E6	Cn	5	正文	中	中	中󐧦王鼎	
󐧯	U+D09EF	Cn	5	單一族徽	單一族徽第392組	單一族徽第392組	󐧯鉞	
󐨌	U+D0A0C	Cn	5	正文	枳	󐨌	陳𫎒簋蓋	
󐩐	U+D0A50	Cn	5	正文	唬	唬	唬󐩐君鼎	
󐪺	U+D0ABA	Cn	5	正文	肇	肈	󐪺司寇獸鼎	
󐭽	U+D0B7D	Cn	5	正文	𩰱	󐭽	寓鼎	
󐮗	U+D0B97	Cn	5	正文	宿	󐮗	𫑞季𫴒車匜	
󐯨	U+D0BE8	Cn	5	正文	忘	󐯨	召圜器	
󐱋	U+D0C4B	Cn	5	正文	綰	󐱋	史墻盤	
󐳘	U+D0CD8	Cn	5	正文	敖	𫠤	敖󐳘鼎	
󐳣	U+D0CE3	Cn	5	正文	舌	舌	󐳣舌母鼎	
󐴐	U+D0D10	Cn	5	正文	鑄	󐴐	伯△鼎	
󐴔	U+D0D14	Cn	5	正文	辭	󐴔	司工量	
󐵋	U+D0D4B	Cn	5	正文	󐵋	󐵋	叔󐵋父鼎	
󐵚	U+D0D5A	Cn	5	正文	鬲	󐵚	樊君鬲	
󐵲	U+D0D72	Cn	5	正文	󐵲	󐵲	󐵲鬲	
󐶓	U+D0D93	Cn	5	正文	鬲	鬲	江叔󐶓鬲	
󐷌	U+D0DCC	Cn	5	正文	靁	󐷌	雷甗	
󐷐	U+D0DD0	Cn	5	正文	何	何	𪦘󐷐甗	
󐷪	U+D0DEA	Cn	5	正文	良	良	󐷪子良人甗	
󐸯	U+D0E2F	Cn	5	單一族徽	單一族徽第416組	單一族徽第416組	子󐸯乙觶	
󐹍	U+D0E4D	Cn	5	正文	簋	󐹍	𪨍簋蓋	
󐼖	U+D0F16	Cn	5	正文	鸞	󐼖	叔噩父簋	
󐾶	U+D0FB6	Cn	5	正文	宄	󐾶	師酉簋	
󐿵	U+D0FF5	Cn	5	正文	造	󐿵	(cid:19668)簋	
󑀉	U+D1009	Cn	5	正文	寶	󑀉	中鼎	
󑁙	U+D1059	Cn	5	正文	盨	󑁙	仲𩟧父盨	
󑂏	U+D108F	Cn	5	正文	蔡	󑂏	蔡叔戈	
󑂗	U+D1097	Cn	5	正文	旨	旨	伯󑂗魚父簠	
󑄂	U+D1102	Cn	5	正文	󑄂	󑄂	卲方豆	
󑄧	U+D1127	Cn	5	正文	盆	盆	曾太保󑄧叔亟盆	
󑄱	U+D1131	Cn	5	正文	󑄱	󑄱	󑄱仲姜盆	
󑆍	U+D118D	Cn	5	正文	何	󑆍	何卣蓋	
󑎙	U+D1399	Cn	5	正文	󑎙	󑎙	羌󑎙向觚	
󑕘	U+D1558	Cn	5	正文	󑕘	󑕘	󑕘逑尊	
󑖔	U+D1594	Cn	5	正文	一	一	鑄大󑖔壺	
󑖩	U+D15A9	Cn	5	正文	府	󑖩	春成侯壺	
󑛌	U+D16CC	Cn	5	正文	𠭯	𠭯	𠭯󑛌卣	
󑞡	U+D17A1	Cn	5	正文	󑞡	󑞡	󑞡仲䀈缶	
󑡗	U+D1857	Cn	5	正文	󰌇	󰌇	又󑡗󰌇貝盉	
󑡞	U+D185E	Cn	5	正文	匜	󑡞	陳子匜	
󑡣	U+D1863	Cn	5	正文	會	會	蔡子󑡣匜	
󑡮	U+D186E	Cn	5	正文	止	止	作司󑡮匜	
󑢞	U+D189E	Cn	5	正文	歌	󑢞	鄬子受鐘乙	
󑣘	U+D18D8	Cn	5	正文	新	󑣘	郜公戈	
󑤕	U+D1915	Cn	5	正文	󑤕	󑤕	叔夷鐘五	
󑦣	U+D19A3	Cn	5	正文	制	󑦣	󑦣戈	
󑧆	U+D19C6	Cn	5	正文	還	還	淵󑧆縣	
󑧡	U+D19E1	Cn	5	正文	趙	趙	趙󑧡戈	
󑨏	U+D1A0F	Cn	5	正文	郭	󑨐	󑨏郭公子嘼戈	
󑨜	U+D1A1C	Cn	5	正文	󑨝	󑨝	󑨜子󑨝臣戈	
󑨝	U+D1A1D	Cn	5	正文	󑨝	󑨝	󑨜子󑨝臣戈	
󑩚	U+D1A5A	Cn	5	正文	吂	吂	許令州󑩚戈	
󑪻	U+D1ABB	Cn	5	正文	冶	󑪻	城淮戈	
󑿭	U+D1FED	Cn	5	正文	勝	󑿭	邦司寇富無矛	
󰌇	U+F0307	Co	5	正文	󰌇	󰌇	又󑡗󰌇貝盉	
𿭅	U+3FB45	Cn	4	正文	𿭅	𿭅	仲𡬳父壺蓋	
񄮒	U+44B92	Cn	4	正文	񄮒	񄮒	賈伯簋甲	
񅋬	U+452EC	Cn	4	正文	䀇	񅋬	邿召簠蓋	
񅝴	U+45774	Cn	4	正文	姞	񅝴	尹氏士吉射簋甲蓋	
񍫼	U+4DAFC	Cn	4	正文	񍫼	񍫼	伯弘父盨蓋	
󐀤	U+D0024	Cn	4	正文	󐀤	󐀤	昔(cid:19366)簋甲	
󐄾	U+D013E	Cn	4	正文	󐄾	󐄾	亞夫󐄾爵	
󐆭	U+D01AD	Cn	4	複合族徽	耳𬠿天	耳𬠿天	耳󐆭父丁鼎	
󐇭	U+D01ED	Cn	4	正文	史	史	󐇭婦觚	
󐌀	U+D0300	Cn	4	正文	󐌀	󐌀	󐌀觶	
󐒞	U+D049E	Cn	4	正文	󐒞	󐒞	鄂君啓舟節	
󐓾	U+D04FE	Cn	4	正文	󐓾	󐓾	鄂君啓舟節	
󐔨	U+D0528	Cn	4	正文	󐔨	󐔨	卿盤	
󐖌	U+D058C	Cn	4	正文	󐖌	󐖌	十四年陳侯午敦	
󐗁	U+D05C1	Cn	4	正文	󐗁	󐗁	󐗁(cid:19362)戟	
󐙰	U+D0670	Cn	4	正文	此	此	徐子伯󐙰此戈	
󐚇	U+D0687	Cn	4	正文	䋣	󐚇	雷子歸產鼎	
󐟗	U+D07D7	Cn	4	正文	󐟗	󐟗	楚王酓󐮩鼎	
󐣲	U+D08F2	Cn	4	單一族徽	單一族徽第230組	單一族徽第230組	󐣲簋	
󐤰	U+D0930	Cn	4	正文	󐤰	󐤰	雍󐤰戈	
󐤳	U+D0933	Cn	4	複合族徽	子󐤳	子󐤳	召卣蓋	
󐥋	U+D094B	Cn	4	複合族徽	萈󑊄	萈󑊄	󐥋羊鼎	
󐥌	U+D094C	Cn	4	正文	羊	羊	󐥌羊車器	
󐥣	U+D0963	Cn	4	單一族徽	單一族徽第294組	單一族徽第294組	󐥣△簋	
󐥥	U+D0965	Cn	4	正文	度	度	󐥥度鼎	
󐥿	U+D097F	Cn	4	單一族徽	單一族徽第317組	單一族徽第317組	󐥿父辛鼎	
󐦙	U+D0999	Cn	4	正文	鑄	󐦙	太保鼎	
󐦨	U+D09A8	Cn	4	正文	𫈇	𫈇	𫵌𫈇󐦨鼎蓋	
󐦿	U+D09BF	Cn	4	正文	逆	󐦿	󐦿父觶	
󐧉	U+D09C9	Cn	4	合文	帚󐧉	帚󐧉	婦󐧉鼎	
󐧽	U+D09FD	Cn	4	正文	策	茦	茦󐧽鼎	
󐨸	U+D0A38	Cn	4	正文	辭	󐨸	𫳞邑司鼎	
󐨾	U+D0A3E	Cn	4	正文	食	食	󐨾父鼎	
󐩂	U+D0A42	Cn	4	正文	󐧝	󐧟	孟󐩂鼎	
󐩅	U+D0A45	Cn	4	正文	鄧	󐩅	鄧子旁𨞊甗	
󐩞	U+D0A5E	Cn	4	正文	姒	󐩞	保侃母壺蓋	
󐩪	U+D0A6A	Cn	4	正文	乍	󐩪	曾侯乙盤尊	
󐩲	U+D0A72	Cn	4	正文	󐩲	󐩲	襄公鼎	
󐪴	U+D0AB4	Cn	4	正文	廟	󐪴	霸伯豆乙	
󐫁	U+D0AC1	Cn	4	正文	鑄	󐫁	黃仲酉盤	
󐫇	U+D0AC7	Cn	4	正文	󐫇	󐫇	伯󐫇父鼎	
󐬪	U+D0B2A	Cn	4	正文	󐬪	󐬪	獻侯鼎	
󐮁	U+D0B81	Cn	4	正文	󐮁	󐮁	師眉鼎	
󐮤	U+D0BA4	Cn	4	正文	󐮤	󐮤	伯怡父鼎甲	
󐯒	U+D0BD2	Cn	4	正文	真	󐯒	段簋	
󐯢	U+D0BE2	Cn	4	正文	󐯢	󐯢	曾太保發簠蓋	
󐯶	U+D0BF6	Cn	4	正文	󐯶	󐯶	亢鼎	
󐰁	U+D0C01	Cn	4	正文	垣	󐰁	垣伯豐鼎	
󐰇	U+D0C07	Cn	4	正文	鑄	󐰇	師同鼎	
󐱉	U+D0C49	Cn	4	正文	󐏨	󐱉	沈子它簋蓋	
󐱷	U+D0C77	Cn	4	正文	󐱷	󐱷	卌二年逑鼎甲	
󐱹	U+D0C79	Cn	4	正文	󐱹	󐱹	卌二年逑鼎甲	
󐱺	U+D0C7A	Cn	4	正文	󐱺	󐱺	卌二年逑鼎甲	
󐲠	U+D0CA0	Cn	4	正文	遺	󐲠	叔卣	
󐳬	U+D0CEC	Cn	4	正文	󐳬	󐳬	曾󐳬公臣鼎	
󐴒	U+D0D12	Cn	4	正文	龏	龏	陽小叔󐴒父鼎	
󐴣	U+D0D23	Cn	4	複合族徽	子匿	子匿	子󐴣觚	
󐵃	U+D0D43	Cn	4	正文	󐵃	󐵃	伯者父簋	
󐵓	U+D0D53	Cn	4	正文	󐵓	󐵓	中小臣󐵓鼎	
󐵸	U+D0D78	Cn	4	正文	󐵸	󐵸	王鬲	
󐵿	U+D0D7F	Cn	4	正文	唯	唯	黃朱󐵿鬲	
󐶄	U+D0D84	Cn	4	正文	其	其	京姜󐶄母鬲	
󐶋	U+D0D8B	Cn	4	正文	鬲	󐶋	芮公鬲	
󐶚	U+D0D9A	Cn	4	正文	鬲	󐶚	虢文公子𬆢鬲	
󐶞	U+D0D9E	Cn	4	正文	󐶞	󐶞	󐶞子奠伯鬲	
󐶻	U+D0DBB	Cn	4	複合族徽	󐦟󐶻	󐦟󐶻	󐦟繭甗	
󐶽	U+D0DBD	Cn	4	正文	豐	󐶽	豐甗	
󐷼	U+D0DFC	Cn	4	正文	寶	󐷼	󐹻父盤	
󐸻	U+D0E3B	Cn	4	正文	󐸻	󐸻	亘󐸻方簋	
󐹇	U+D0E47	Cn	4	正文	父	父	亞󐹇父癸簋	
󐹛	U+D0E5B	Cn	4	正文	農	󐹛	農父簋	
󐹣	U+D0E63	Cn	4	正文	󐹣	󐹣	伯侄簋蓋	
󐹸	U+D0E78	Cn	4	正文	󐹸	󐹸	師󐹸簋	
󐻲	U+D0EF2	Cn	4	正文	是	是	是󐻲簋	
󐽬	U+D0F6C	Cn	4	正文	𡱂	󐽬	殿敖簋蓋	
󐽲	U+D0F72	Cn	4	正文	遄	󐽲	𬾺簋蓋	
󐾝	U+D0F9D	Cn	4	正文	󐾝	󐾝	伐簋	
󐾟	U+D0F9F	Cn	4	正文	󐾟	󐾟	伐簋	
󐾠	U+D0FA0	Cn	4	正文	󐾠	󐾠	伐簋	
󐾬	U+D0FAC	Cn	4	正文	素	󐾬	輔師𠭰簋	
󐾸	U+D0FB8	Cn	4	正文	󐾸	󐾸	作冊夨令簋	
󐾹	U+D0FB9	Cn	4	正文	󐾹	󐾹	作冊夨令簋	
󐿍	U+D0FCD	Cn	4	正文	󐿍	󐿍	㝬簋	
󐿗	U+D0FD7	Cn	4	正文	󐿗	󐿗	󐕱簋蓋	
󐿿	U+D0FFF	Cn	4	正文	氒	󐿿	牧簋	
󑀋	U+D100B	Cn	4	正文	言	言	󑀋京父簋	
󑀍	U+D100D	Cn	4	正文	匊	匊	仲󑀍父簋蓋	
󑀏	U+D100F	Cn	4	正文	哀	哀	伯󑀏簋	
󑀠	U+D1020	Cn	4	正文	召	󑀠	逑盤	
󑁒	U+D1052	Cn	4	正文	盨	󑁒	仲𠂤父盨	
󑁕	U+D1055	Cn	4	正文	盨	󑁔	󑁕戎盨	
󑃘	U+D10D8	Cn	4	正文	󑃘	󑃘	孟羋克母簠	
󑃞	U+D10DE	Cn	4	正文	盞	盞	賓于󑃞盞	
󑃽	U+D10FD	Cn	4	正文	󑃽	󑃽	陳子󑃽盞	
󑄥	U+D1125	Cn	4	正文	󑄥	󑄥	曾孟𪦳諫盆蓋	
󑄳	U+D1133	Cn	4	正文	󑄳	󑄳	仲阪父盆蓋	
󑅢	U+D1162	Cn	4	單一族徽	單一族徽第292組	單一族徽第292組	󑅢爵	
󑅬	U+D116C	Cn	4	單一族徽	單一族徽第302組	單一族徽第302組	󑅬爵	
󑆃	U+D1183	Cn	4	單一族徽	單一族徽第50組	單一族徽第50組	󑆃鑾鈴	
󑇙	U+D11D9	Cn	4	單一族徽	單一族徽第384組	單一族徽第384組	󑇙父丁爵	
󑈌	U+D120C	Cn	4	單一族徽	單一族徽第58組	單一族徽第58組	󑈌父癸爵	
󑉬	U+D126C	Cn	4	正文	𬺠	𬺠	舟𬺠󑉬爵	
󑎋	U+D138B	Cn	4	複合族徽	󑎋丼	󑎋丼	祼丼尊	
󑏨	U+D13E8	Cn	4	單一族徽	單一族徽第540組	單一族徽第540組	󑏨父乙卣蓋	
󑐣	U+D1423	Cn	4	複合族徽	󑐣子	󑐣子	甚觶	
󑑜	U+D145C	Cn	4	複合族徽	子󑑜	子󑑜	子漁斝	
󑑠	U+D1460	Cn	4	單一族徽	單一族徽第193組	單一族徽第193組	隹󑑠斝	
󑑽	U+D147D	Cn	4	單一族徽	單一族徽第194組	單一族徽第194組	󑑽卣蓋	
󑓎	U+D14CE	Cn	4	正文	彝	󑓎	作父辛尊	
󑕂	U+D1542	Cn	4	正文	󑕂	󑕂	琱生尊	
󑕃	U+D1543	Cn	4	正文	󑕃	󑕃	琱生尊	
󑕅	U+D1545	Cn	4	正文	󑕅	󑕅	琱生尊	
󑕆	U+D1546	Cn	4	正文	󑕆	󑕆	琱生尊	
󑕇	U+D1547	Cn	4	正文	󑕇	󑕇	曾侯諫壺蓋	
󑕿	U+D157F	Cn	4	正文	󑕿	󑕿	󑕿君啓妾壺	
